,Unnamed: 0,game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,year_published,artist,category,compilation,designer,family,mechanic,publisher,users_rated,average_rating
69,69,73,6.0,60.0,10.0,2.0,60.0,Show Manager,1996,"Jo Hartwig,Reinhard Horst,Oliver Schlemmer",Card Game,,Dirk Henn,Series: Yellow Wave Box (Queen),"Auction: Dutch,Card Drafting,Set Collection","Queen Games,db-Spiele",1710,7.00377
70,70,74,10.0,30.0,12.0,4.0,30.0,Apples to Apples,1999,John Kovalic,"Card Game,Humor,Party Game",,"Matthew Kirby,Mark Alan Osterhaus","Game: Apples to Apples,Mechanism: Judging Games,Misc: Mensa Select","Hand Management,Player Judge,Simultaneous Action Selection","Beverly Enterprises, Inc.,Excalibur Electronics,Holiday Games,Mattel,Out of the Box Publishing,Pegasus Spiele,Tactic",17760,5.8052
71,71,75,8.0,5.0,8.0,4.0,5.0,Falling,1998,"James Ernest,Val Mayerik,Drew Pocza,Brian Snoddy","Card Game,Fantasy,Print & Play,Real-time",,James Ernest,Animals: Cattle / Cows,Hand Management,"Cheapass Games,Paizo Publishing,Portal Games,Titanic Games",1386,5.49646
72,72,76,6.0,120.0,10.0,2.0,120.0,Air Baron,1996,"Kurt Miller,Mark Simonitch","Aviation / Flight,Economic,Territory Building",,Evan Davis (I),,"Area Majority / Influence,Chit-Pull System,Dice Rolling",The Avalon Hill Game Co,755,6.39766
73,73,77,2.0,240.0,12.0,2.0,240.0,EastFront,1991,Eric Hotz,"Wargame,World War II",,"Craig Besinque,Tom Dalgliesh","Components: Block Wargames,Country: Russia,Country: Soviet Union,Players: Two Player Only Games,Series: Front Series (Columbia)","Dice Rolling,Hexagon Grid,Secret Unit Deployment,Simulation",Columbia Games,667,7.67329
74,74,78,2.0,240.0,12.0,2.0,240.0,"WestFront: The War in Europe, 1943-45",1992,Eric Hotz,"Wargame,World War II",,Craig Besinque,"Components: Block Wargames,Players: Two Player Only Games,Series: Front Series (Columbia)","Dice Rolling,Hexagon Grid,Secret Unit Deployment",Columbia Games,187,6.83596
75,75,79,2.0,180.0,12.0,2.0,180.0,MedFront: War in North Africa 1940-43,1994,,"Wargame,World War II",,Craig Besinque,"Components: Block Wargames,Players: Two Player Only Games,Series: Front Series (Columbia)","Dice Rolling,Grid Movement,Hexagon Grid,Secret Unit Deployment,Simulation",Columbia Games,122,6.32951
76,76,82,2.0,240.0,12.0,2.0,240.0,Bobby Lee: The Civil War in Virginia 1861-1865,1993,Eric Hotz,"American Civil War,Wargame",,Tom Dalgliesh,"Components: Block Wargames,Country: USA,Crowdfunding: Kickstarter,Players: Two Player Only Games,States: Virginia","Dice Rolling,Secret Unit Deployment",Columbia Games,345,6.73647
77,77,83,2.0,180.0,12.0,2.0,180.0,Sam Grant: The Civil War in the West 1862-1864,1997,Eric Hotz,"American Civil War,Wargame",,"Tom Dalgliesh,Gary Selkirk","Components: Block Wargames,Players: Two Player Only Games",Secret Unit Deployment,Columbia Games,133,6.37218
78,78,84,2.0,150.0,12.0,2.0,150.0,Rommel in the Desert,1982,"Ron Gibson,Jody Harmon,Eric Hotz","Wargame,World War II",,Craig Besinque,"Components: Block Wargames,Country: Egypt,Country: Libya,History: World War II (Africa),Players: Two Player Only Games,Region: North Africa,Theme: Deserts","Dice Rolling,Hexagon Grid,Secret Unit Deployment","Columbia Games,Game Preserve",993,7.53869
79,79,85,2.0,60.0,12.0,2.0,60.0,Quebec 1759,1972,,"Age of Reason,Wargame",,"Steve Brewster,Tom Dalgliesh,Lance Gutteridge","Cities: Quebec (Canada),Components: Block Wargames,Country: Canada,History: French and Indian War,Players: Two Player Only Games,Region: Quebec (Canada)","Dice Rolling,Point to Point Movement,Secret Unit Deployment,Simulation","Columbia Games,Gamma Two Games",699,6.95048
80,80,87,4.0,120.0,12.0,2.0,120.0,Victory: World War II,1998,Eric Hotz,"Wargame,World War II",,"Tom Dalgliesh,Grant Dalgliesh",Components: Block Wargames,"Dice Rolling,Hexagon Grid,Secret Unit Deployment","Columbia Games,Tilsit",413,6.38042
81,81,88,4.0,60.0,12.0,2.0,60.0,Torres,1999,"Alessandra Cimatoribus,Michael Menzel,Franz Vohwinkel","Abstract Strategy,Medieval",,"Michael Kiesling,Wolfgang Kramer","Components: 3-Dimensional (3D),Digital Implementations: Boiteajeux,Digital Implementations: Yucata,Series: The Mask Trilogy (Kramer / Kiesling)","Action Points,Area Majority / Influence,Enclosure,Grid Movement,Hand Management,Square Grid,Three Dimensional Movement,Tile Placement","F.X. Schmid,ABACUSSPIELE,Devir,HUCH!,IDW Games,Ravensburger,Rio Grande Games,Swan Panasia Co., Ltd.,Tilsit,White Goblin Games",8855,7.1135
82,82,89,4.0,120.0,12.0,2.0,120.0,Blue vs. Gray,1999,"Rodger B. MacGowan,Mark Simonitch","American Civil War,Card Game,Dice,Wargame",,Evan Jones,,"Dice Rolling,Hand Management","GMT Games,QED Games",452,6.75614
83,83,90,2.0,20.0,8.0,2.0,20.0,Star Wars: Episode 1 – Clash of the Lightsabers,1999,,"Card Game,Movies / TV / Radio theme,Science Fiction",,Craig Van Ness,"Admin: Better Description Needed!,Movies: Star Wars,Players: Two Player Only Games",Hand Management,"Hasbro,Milton Bradley",582,6.20274
84,84,91,2.0,480.0,14.0,2.0,480.0,Paths of Glory,1999,"Charles Kibler,Terry Leeds,Rodger B. MacGowan,Mark Simonitch","Wargame,World War I",,Ted Raicer,"Continents: Europe,Players: Two Player Only Games,Region: Middle East,Series: Book Box (DiceTree)","Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement","GMT Games,Devir,DiceTree Games,Udo Grebe Gamedesign,Wargames Club Publishing,Wydawnictwo Gołębiewski",4591,8.0552
85,85,93,5.0,120.0,12.0,2.0,60.0,El Grande,1995,Doris Matthäus,"Medieval,Renaissance","El Grande & Carcassonne,El Grande Big Box,El Grande Decennial Edition","Wolfgang Kramer,Richard Ulrich","Components: Map (Continental / National scale),Country: Spain,Digital Implementations: Yucata,Game: El Grande","Action Drafting,Area Majority / Influence,Area Movement,Auction/Bidding,Card Drafting,Hand Management,Memory,Simultaneous Action Selection,Turn Order: Progressive,Turn Order: Stat-Based","Hans im Glück,999 Games,Användbart Litet Företag,Descartes Editeur,Filosofia Éditions,Gabinete Lúdico,Rio Grande Games",23913,7.7502
86,86,94,6.0,90.0,12.0,2.0,90.0,Union Pacific,1999,Franz Vohwinkel,"Economic,Trains",,Alan R. Moon,Country: USA,"Card Drafting,Network and Route Building,Stock Holding","AMIGO,999 Games,Rio Grande Games",4190,7.20563
87,87,95,6.0,30.0,8.0,2.0,30.0,Igel Ärgern,1990,Doris Matthäus,"Animals,Children's Game,Dice,Racing",Igel Ärgern + Tante Tarantel,"Doris Matthäus,Frank Nestel",Animals: Hedgehogs / Porcupines,Roll / Spin and Move,"Doris & Frank,University Games",1017,6.40879
88,88,96,2.0,60.0,10.0,2.0,60.0,Broadsides & Boarding Parties,1982,,"Nautical,Pirates,Wargame",,"Larry Harris, Jr.","Components: Miniatures,Players: Two Player Only Games,Series: Gamemaster (Milton Bradley)","Action Queue,Dice Rolling,Grid Movement,Hand Management,Point to Point Movement,Square Grid","Citadel's Game Series (CGS),Milton Bradley",565,6.18457
89,89,97,6.0,240.0,10.0,2.0,180.0,Conquest of the Empire,1984,,"Ancient,Economic,Wargame",,"Larry Harris, Jr.","Ancient: Rome,Components: Miniatures,History: Roman Empire,Region: Mediterranean Sea,Series: Gamemaster (Milton Bradley)","Area Movement,Dice Rolling",Milton Bradley,1015,6.27544
90,90,98,5.0,180.0,12.0,2.0,180.0,Axis & Allies,1981,Jim Butcher (II),"Economic,Wargame,World War II",,"Larry Harris, Jr.","Components: Map (Global Scale),Components: Miniatures,Country: Germany,Country: Japan,Country: Soviet Union,Country: United Kingdom,Country: USA,Game: Axis & Allies (Avalon Hill),Region: The World,Series: Gamemaster (Milton Bradley)","Area Movement,Dice Rolling,Minimap Resolution,Stat Check Resolution,Team-Based Game","Jedko Games,Milton Bradley,Nova Game Designs,PewterCraft",10385,6.5644
91,91,99,4.0,180.0,12.0,2.0,180.0,Fortress America,1986,,"Science Fiction,Wargame",,Michael Gray,"Country: USA,Series: Gamemaster (Milton Bradley),Theme: Alternate History,Theme: Helicopters","Area Movement,Dice Rolling,Simulation",Milton Bradley,2399,6.69773
92,92,101,6.0,60.0,8.0,2.0,60.0,Detroit-Cleveland Grand Prix,1996,"Ramon Mascarenas,Seth Schwartz","Card Game,Racing",,Wolfgang Kramer,"Cities: Cleveland (Ohio, USA),Cities: Detroit (Michigan, USA),Series: Auto Racing card system (Wolfgang Kramer),Sports: Auto Racing",Auction/Bidding,Mayfair Games,1093,6.78103
93,93,102,5.0,30.0,10.0,3.0,30.0,Klunker,1999,Oliver Moser,Card Game,,Uwe Rosenberg,Admin: Better Description Needed!,Set Collection,"Hans im Glück,Rio Grande Games",888,6.22023
94,94,103,6.0,240.0,12.0,2.0,30.0,Titan,1980,"Mike Doyle (I),Kurt Miller,Kenn Nishiuye,David A. Trampier,Chris White (I)","Fantasy,Wargame",,"Jason B. McAllister,David A. Trampier",Series: Classic Line (Valley Games),"Dice Rolling,Minimap Resolution,Player Elimination,Roll / Spin and Move,Secret Unit Deployment,Set Collection","The Avalon Hill Game Co,Gorgonstar Publications,Heidelberger Spieleverlag,Valley Games, Inc.",3883,6.96029
95,95,104,4.0,90.0,14.0,3.0,90.0,Extrablatt,1991,,Territory Building,,Karl-Heinz Schmiel,,"Area Majority / Influence,Set Collection,Simulation,Tile Placement",Moskito Spiele,255,7.00168
96,96,105,5.0,60.0,8.0,2.0,40.0,Colossal Arena,1997,"Cyrille Daujean,Thierry Doizon,Dan Harding,Steve Holmes,Jan Patrik Krásný,Tyson Milbert,Kurt Miller,Keith Parkinson","Card Game,Fantasy,Mythology",,Reiner Knizia,"Creatures: Monsters,Series: Betting Trilogy (Reiner Knizia),Series: Fantasy Flight Silver Line","Betting and Bluffing,Hand Management","The Avalon Hill Game Co,Altar Games,Delta Vision Publishing,Edge Entertainment,Fantasy Flight Games,Hobby Japan,Korea Boardgames Co., Ltd.,Lautapelit.fi,Midgaard Games,Nexus Editrice,Swan Panasia Co., Ltd.,Ubik",7007,6.76997
97,97,106,4.0,45.0,10.0,2.0,45.0,Mystery Rummy: Jack the Ripper,1998,"Christine Conrad,Virginijus Poshkus","Card Game,Murder/Mystery",,Mike Fitzgerald,"Card Games: Draw and Discard,Historical Figures: Jack the Ripper,Series: Mystery Rummy,Traditional Card Games: Rummy","Hand Management,Set Collection,Voting","U.S. Games Systems, Inc.,Eagle-Gryphon Games,Edge Entertainment,Kaissa Chess & Games,Pegasus Spiele",3344,6.94471
99,99,108,2.0,20.0,8.0,2.0,20.0,TAMSK,1998,lu'cifer,"Abstract Strategy,Real-time",,Kris Burm,"Players: Two Player Only Games,Series: GIPF Project","Action Timer,Enclosure,Grid Movement","Don & Co.,Rio Grande Games,Schmidt Spiele",1359,6.77589
100,100,109,4.0,45.0,10.0,3.0,45.0,Wettstreit der Baumeister,1994,Claus Stephan,City Building,,Jean du Poël,Containers: Tubes,Auction/Bidding,"Historien Spiele Galerie (Historien Spielegalerie),KOSMOS,Tilsit",386,6.08611
101,101,110,6.0,60.0,8.0,2.0,60.0,Auf Achse,1987,"Jochen Frick,Harald Lieske","Economic,Movies / TV / Radio theme,Transportation",,Wolfgang Kramer,"Country: Germany,Promotional: Promo Board Games,Theme: Trucks,TV Shows: Auf Achse","Auction/Bidding,Pick-up and Deliver,Roll / Spin and Move","Dino Toys s. r. o.,Disk Říčany,F.X. Schmid,Grow Jogos e Brinquedos,Ravensburger,Rhenania Gruppe,Schmidt Spiele,Vini-Spil",1672,6.2453
102,102,111,5.0,45.0,12.0,3.0,45.0,Rheinländer,1999,"William O'Connor,Franz Vohwinkel","Abstract Strategy,Medieval,Territory Building",,Reiner Knizia,"Admin: Better Description Needed!,Country: Germany","Area Majority / Influence,Enclosure,Hand Management","Face2Face Games,Hasbro,Parker Brothers",1532,6.61557
103,103,112,6.0,45.0,14.0,2.0,45.0,Condottiere,1995,"Dominique Ehrhard,John Goodenough,Serge Hochain,Tomasz Jedruszek,Mohammad Noureddine,Scott Nicely,David Palumbo,Samuel R. Shimota","Bluffing,Card Game,Medieval,Negotiation",,"Dominique Ehrhard,Duccio Vitale,Justin Kemppainen","Admin: Better Description Needed!,Country: Italy,History: Italian City-States,Series: Fantasy Flight Silver Line","Area Majority / Influence,Auction/Bidding,Constrained Bidding,Hand Management","Eurogames,Arclight,Descartes Editeur,Edge Entertainment,Fantasy Flight Games,Galakta,Giochi Uniti,Heidelberger Spieleverlag,Hobby World,Lautapelit.fi,Nexus Editrice,Roomiz Games,Ubik,Z-Man Games, Inc.",8800,6.84073
104,104,113,6.0,60.0,10.0,4.0,60.0,Mit List und Tücke,1999,"Makiko Kodama,別府さい (Sai Beppu)",Card Game,,Klaus Palesch,,Trick-taking,"Berliner Spielkarten,数寄ゲームズ (Suki Games)",242,6.63471
106,106,115,6.0,60.0,12.0,3.0,60.0,I'm the Boss!,1994,William O'Connor,Negotiation,,Sid Sackson,"Admin: Better Description Needed!,Series: Family Games (Gryphon Games)","Dice Rolling,Hand Management,Roll / Spin and Move,Set Collection,Take That","Eagle-Gryphon Games,Edge Entertainment,Face2Face Games,Kaissa Chess & Games,Korea Boardgames Co., Ltd.,New Games Order, LLC,Schmidt Spiele,Siam Board Games,Stratelibri,Swan Panasia Co., Ltd.",3552,6.79002
107,107,116,5.0,30.0,12.0,2.0,30.0,Guillotine,1998,"Quinton Hoover,Mike Raabe","Card Game,Humor",,Paul Peterson,"Country: France,Mechanism: Card Line","Card Drafting,Hand Management,Set Collection,Take That","Wizards of the Coast,AMIGO,Bergsala Enigma (Enigma),Darwin Project,Halloween Concept,Hasbro,Play Factory,PS-Games",19593,6.53425
108,108,117,4.0,45.0,10.0,2.0,30.0,Ta Yü,1999,"Anke Pohl,Thilo Rick,Claus Stephan",Abstract Strategy,,Niek Neuwahl,Mechanism: Connection,"Network and Route Building,Pattern Building,Team-Based Game,Tile Placement","Crown & Andrews Ltd.,Goliath Games,KOSMOS,Rio Grande Games",1477,6.95647
109,109,118,5.0,45.0,10.0,3.0,45.0,Modern Art,1992,"Carole Carrion,Manuel Carvalho,Chen Cheng-po,Mike Doyle (I),Pete Fenlon,Paul Laane,Ramon Martins,Daniel Melim,Rafael Silveira,Sigrid Thaler,Zeilbeck & Natzeck Design Company","Card Game,Economic",,Reiner Knizia,"Misc: LongPack Games,Series: Book Box (DiceTree),Theme: Art,Theme: Painting / Paintings","Auction/Bidding,Auction: English,Auction: Once Around,Auction: Sealed Bid,Auction: Turn Order Until Pass,Commodity Speculation,Hand Management,Victory Points as a Resource","Hans im Glück,Arrakis Games,Asmodee Italia,CMON Global Limited,DiceTree Games,Drosselmeyer & Co. Ltd.,Galápagos Jogos,GeGe Co. Ltd.,Kaissa Chess & Games,Land of Beautiful Mind (سرزمین ذهن زیبا),Lautapelit.fi,Lavka Games,Matagot,Mayfair Games,New Games Order, LLC,Odysseia Jogos,Oink Games,Pegasus Spiele,Phantasia Co., Ltd,Rebel Sp. z o.o.,Wargames Club Publishing",17255,7.41737
110,110,119,4.0,45.0,9.0,2.0,45.0,Kingdoms,1994,"Kevin Childress,Anders Finér,Eric Lofgren,Henning Ludvigsen,Jim Pavelec,Peter Tikos,Franz Vohwinkel","Abstract Strategy,Fantasy,Medieval",,Reiner Knizia,Series: Fantasy Flight Silver Line,Tile Placement,"Hans im Glück,ADC Blackfire Entertainment,Arclight,Bergsala Enigma (Enigma),cutia.ro,Delta Vision Publishing,Edge Entertainment,Fantasmagoria,Fantasy Flight Games,Menart,Midgaard Games,MINDOK,Swan Panasia Co., Ltd.",4677,6.63611
111,111,120,6.0,45.0,12.0,2.0,45.0,Hoity Toity,1990,"Leif Åbjörnsson,Tanja Donner,Ritva Hussain-Shahid,Michaela Kienle,Björn Lindsten,Cornelia von Seidlein",Bluffing,,Klaus Teuber,"Admin: Better Description Needed!,Series: Alea Big Box","Rock-Paper-Scissors,Set Collection,Simultaneous Action Selection","alea,Ravensburger,The Avalon Hill Game Co,F.X. Schmid,G&RRR,Gibsons,Jumbo,MIKA,Überplay,Vini-Spil",4975,6.52031
112,112,121,6.0,180.0,12.0,2.0,60.0,Dune,1979,"Jean Baer,Linda Bound,Fabrice Lamy,Mick Uhl,Christophe Peulvast,Olivier Vatine,Chris White (I)","Bluffing,Fighting,Negotiation,Novel-based,Political,Science Fiction",,"Bill Eberle,Jack Kittredge,Peter Olotka","Animals: Worms,Books: Dune,Creatures: Aliens / Extraterrestrials,Creatures: Monsters,Theme: Deserts","Alliances,Area Majority / Influence,Area Movement,Auction/Bidding,Hand Management,Map Deformation,Team-Based Game,Variable Player Powers","The Avalon Hill Game Co,Descartes Editeur,Hobby Japan",5546,7.61652
113,113,122,5.0,45.0,12.0,3.0,45.0,Quo Vadis?,1991,"Pete Fenlon,Jason Hawkins,Jessica Ney,Franz Vohwinkel,Stephen Graham Walsh","Ancient,Negotiation,Political",,Reiner Knizia,Ancient: Rome,"Point to Point Movement,Trading,Voting","AMIGO,Hans im Glück,Mayfair Games",2160,6.45937
115,115,124,4.0,90.0,12.0,3.0,90.0,Primordial Soup,1997,Doris Matthäus,Prehistoric,,"Doris Matthäus,Frank Nestel","Theme: Bacteria,Theme: Biology,Theme: Evolution","Bias,Dice Rolling,Grid Movement,Variable Player Powers","Doris & Frank,Z-Man Games, Inc.",4569,6.93901
116,116,125,5.0,30.0,10.0,3.0,30.0,Money!,1999,"Paul Niemeyer,Marek Szyszko,Franz Vohwinkel",Card Game,,Reiner Knizia,"Series: à la Carte (Goldsieber),Series: Bookshelf (Gryphon Games)","Auction/Bidding,Set Collection,Simultaneous Action Selection","Eagle-Gryphon Games,Egmont Polska,Goldsieber Spiele,Rio Grande Games,TWOPLUS Games,Wargames Club Publishing",2737,6.53023
117,117,126,6.0,90.0,12.0,2.0,90.0,The Really Nasty Horse Racing Game,1989,,"Animals,Racing,Sports",,Simon Knock,Sports: Horse Racing,"Betting and Bluffing,Roll / Spin and Move","Rascals Products Limited,University Games,Upstarts,Winning Moves UK Ltd.",814,6.2469
118,118,127,6.0,120.0,10.0,1.0,120.0,Princess Ryan's Star Marines,1997,"Larry Elmore,Kurt Miller","Deduction,Science Fiction",,Mark McLaughlin,,"Cooperative Game,Simultaneous Action Selection,Variable Player Powers",The Avalon Hill Game Co,206,5.32961
119,119,128,8.0,20.0,10.0,1.0,20.0,Take it Easy!,1983,"Alexander Strohmaier,Steve Tolley,Franz Vohwinkel","Abstract Strategy,Puzzle",,Peter Burley,"Players: Games with Solitaire Rules,Series: Take It ...","Bingo,Pattern Building,Tile Placement","Burley Games,F.X. Schmid,Spear's Games,Arclight,Cappelen,Cranio Creations,DiceTree Games,Eagle-Gryphon Games,förlAgo AB,IELLO,Play Smart,Ravensburger,Rebel Sp. z o.o.,Swan Panasia Co., Ltd.,White Goblin Games,Zvata Studios",2805,6.61777
120,120,130,6.0,240.0,12.0,2.0,240.0,Iron Dragon,1994,"Javier González Cava,Larry Elmore,Chris Vande Voort","Fantasy,Trains,Transportation",,"Darwin Bromley,Tom Wham","Components: Crayons,Series: Empire Builder Rail Games (Mayfair)","Crayon Rail System,Multiple Maps,Pick-up and Deliver",Mayfair Games,1586,7.00075
121,121,132,2.0,60.0,10.0,2.0,60.0,Caesar & Cleopatra,1997,Franz Vohwinkel,"Ancient,Bluffing,Card Game",,Wolfgang Lüdtke,"Ancient: Rome,Historical Figures: Cleopatra,Players: Two Player Only Games,Series: Two-player games (Kosmos)","Area Majority / Influence,Hand Management,Set Collection","KOSMOS,999 Games,Filosofia Éditions,Kaissa Chess & Games,Laser plus,Rio Grande Games,Tilsit",4343,6.40638
122,122,133,6.0,120.0,18.0,2.0,120.0,Frischfleisch,1999,"Lars-Arne ""Maura"" Kalusky","Exploration,Horror",,Friedemann Friese,Theme: Cannibals / Cannibalism,Modular Board,2F-Spiele,148,6.14696
123,123,134,5.0,45.0,12.0,3.0,45.0,Cape Horn,1999,"Anke Pohl,Thilo Rick,Claus Stephan","Nautical,Racing",,Thorsten Gimmler,Sports: Sailing,Tile Placement,"KOSMOS,Rio Grande Games,Tilsit",548,5.9948
124,124,135,4.0,60.0,12.0,2.0,60.0,Kontor,1999,"Olivier Frot,Franz Vohwinkel","City Building,Nautical,Renaissance",,Michael Schacht,,"Area Majority / Influence,Commodity Speculation,Tile Placement","999 Games,Goldsieber Spiele,Tilsit",765,5.94677
126,126,137,10.0,20.0,12.0,2.0,20.0,Pass the Bomb,1994,"Patrick Fix,G. Husner,Simon Roberts","Electronic,Party Game,Real-time,Word Game",,"Sylvie Barc,Roger Heyworth,Los Rodriguez,Juan Rodriguez",Game: Pass the Bomb,"Dice Rolling,Hot Potato","Anvol,AS Company,Asmodee,danspil,Gibsons,Goliath Games,Jumbo,Peliko,Piatnik,Pressman Toy Corp.,Ravensburger,Venice Connection,Week End Games",1328,5.82923
127,127,139,12.0,45.0,10.0,3.0,45.0,Hoax,1981,Linda Bound,"Bluffing,Deduction,Fantasy,Medieval",,"Bill Eberle,Edward Horn, Jr.,Jack Kittredge,Peter Olotka",,"Deduction,Hidden Roles,Voting","Eon,Hexagames (I)",216,5.96643
129,129,141,5.0,60.0,10.0,3.0,60.0,Andromeda,1999,Doris Matthäus,"Science Fiction,Space Exploration,Territory Building",,Alan R. Moon,,"Area Majority / Influence,Set Collection,Trading","999 Games,ABACUSSPIELE,Grünspan-Spiele,Rio Grande Games",1289,6.38625
130,130,142,5.0,90.0,12.0,3.0,90.0,Vino,1999,Franz Vohwinkel,Economic,,Christwart Conrad,"Admin: Better Description Needed!,Components: Marbles,Country: Italy,Food & Drink: Wine","Area Majority / Influence,Commodity Speculation,Simultaneous Action Selection","Goldsieber Spiele,Rio Grande Games",672,6.44883
132,132,144,6.0,90.0,10.0,3.0,90.0,Elfenwizards,1995,Doris Matthäus,Negotiation,,Alan R. Moon,Creatures: Fairies / Elves / Pixies,Dice Rolling,White Wind,106,6.1566
